"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcifieds","log1p_avg_controls"
"1","AATK",9.3717750584732e-13,1.08934058154039,0.131,0.005,2.38689738964254e-08,0.021834784065395,0.776908136829645
"2","ABL2",2.35294257366419e-10,1.14521565023364,0.315,0.118,5.99270944086532e-06,0.716753145672751,1.51055614476532
"3","ABR",1.27332902059945e-08,1.08324149701314,0.432,0.241,0.000324304168256474,1.3340056572692,2.08485144678939
"4","AC009690.1",1.73594792363143e-07,-1.15330426585366,0.009,0.139,0.00442128576669689,0.888229304925031,0.0888197047208112
"5","AC011511.2",3.44914464116962e-26,2.49395379385227,0.305,0.024,8.78462648659491e-22,0.112134773962351,1.84081181461783
"6","AC016831.7",3.27617170613384e-15,0.971886636612486,0.779,0.479,8.34408171835227e-11,2.28796520874281,2.96162569073464
"7","AC020916.1",3.17712864918639e-07,1.00089469066719,0.362,0.203,0.00809182895661282,1.03882951314347,1.73259684601685
"8","AC245297.3",1.09232225837625e-06,-0.916394348920423,0.089,0.257,0.0278203555985846,1.30077854412936,0.6655823848941
"9","ACKR1",1.13380644916938e-08,0.813048202663787,0.136,0.021,0.000288769164538949,0.270983186069848,0.834545255405583
"10","ACSL1",5.63952386672458e-10,1.36330344185391,0.282,0.099,1.43633033361608e-05,0.704324910901764,1.64929484787047
"11","ACSL4",3.34241700659418e-08,0.82231321264829,0.286,0.113,0.000851280187409472,0.794082567792144,1.3640666526765
"12","ACTA2",2.7670400648359e-19,-1.08164498211875,0.77,0.946,7.04737434113054e-15,3.54071636190085,2.79097719217843
"13","ACTG2",2.79918390754497e-09,-1.24263909602282,0.15,0.38,7.12924149412629e-05,1.86364923083863,1.00231744497686
"14","ADAMTS1",3.35720947724837e-34,2.03774134633351,0.535,0.097,8.55047681760386e-30,0.769155820759436,2.18161048968094
"15","ADAMTS4",3.14307169286377e-26,1.94601699360143,0.244,0,8.00508929455473e-22,0,1.34887619243657
"16","ADAMTS9",1.83160713138487e-79,3.34603684411884,0.723,0.026,4.66492020292412e-75,0.227439708267705,2.54673571281837
"17","ADAP2",3.73982987287239e-09,-1.28132279206555,0.066,0.264,9.5249727032187e-05,1.38563082759962,0.497485546892183
"18","ADGRE2",1.15754942442059e-06,0.878624545586566,0.16,0.047,0.0294816262905681,0.376622279959882,0.985638406503974
"19","ADGRE5",4.38764814418871e-11,1.12054386059285,0.423,0.186,1.11749010584342e-06,1.26747812888886,2.04417994655255
"20","ADGRL4",1.29209108721229e-07,0.982662216264895,0.117,0.019,0.00329082679002098,0.181113569006469,0.862243113653268
"21","ADH1B",1.15538615706796e-07,-1.24236569965983,0.047,0.208,0.00294265300343638,1.27450114901125,0.413358867067654
"22","AGAP3",1.92788554287556e-10,1.44990209875533,0.192,0.042,4.91013168914978e-06,0.228489783551883,1.23348533539209
"23","AGO2",1.52525901913769e-09,1.07781957167576,0.305,0.118,3.88468219584178e-05,0.676351933594918,1.4234395308543
"24","AKAP10",8.97625035055914e-07,-1.03071503030146,0.066,0.219,0.0228616120178391,1.11659804206938,0.402160824855172
"25","AKAP12",1.40279997902578e-12,1.18777458487121,0.376,0.132,3.57279126658076e-08,0.984031237352784,1.80733384199702
"26","ANKRD28",1.36741159705448e-07,0.960236449161596,0.239,0.087,0.00348266059653806,0.640025164958976,1.30561035236623
"27","ANXA1",5.78143865272093e-07,-1.29043700248086,0.258,0.443,0.0147247461046149,2.41376079032713,1.5192980203673
"28","AP000311.1",8.99484611069188e-08,-1.33028152159575,0.023,0.17,0.00229089735593212,1.10949972572673,0.187418839681644
"29","APOLD1",6.79054457991705e-11,0.938403610564769,0.169,0.026,1.72948379905907e-06,0.295511377434718,0.94596319432496
"30","AREG",6.53412452164667e-13,1.26576775734261,0.117,0,1.66417617441819e-08,0,0.877363352245712
"31","ARHGAP18",1.54476801919377e-06,-1.09509315641894,0.131,0.302,0.039343696680846,1.59142634408986,0.832365610267583
"32","ARHGAP24",7.95387904706078e-07,-1.30642293202444,0.244,0.41,0.0202577345449591,2.28229381263981,1.37675044068822
"33","ARHGAP26",6.93782059241652e-07,0.690828444236397,0.549,0.396,0.0176699352668256,1.93741712425274,2.41626291262581
"34","ARID5A",3.13290741676649e-07,0.890543531755416,0.239,0.094,0.00797920189976258,0.566974801245827,1.18425253944799
"35","ARID5B",1.58814062650024e-10,0.96566935776954,0.46,0.224,4.04483536163346e-06,1.2397484410661,1.90909943375719
"36","ARL5B",1.74218654376041e-09,1.22538506831728,0.174,0.038,4.4371749083034e-05,0.204014284302875,1.05338648950725
"37","ARRDC3",1.91675678295218e-16,1.30145922680397,0.286,0.052,4.88178785050091e-12,0.51855109583761,1.42065388951051
"38","ASPN",1.61736461953135e-06,-1.07967435930263,0.019,0.139,0.0411926594948439,0.918323911789946,0.169950673716465
"39","ATF3",9.73546631893891e-13,1.21041302719665,0.352,0.118,2.47952591677055e-08,0.771439720163804,1.61043409727819
"40","ATP11C",3.99824274683275e-07,0.887715125462764,0.211,0.078,0.0101831244519083,0.483433686698744,1.09875092305368
"41","ATP13A3",1.26670135284996e-21,1.71009973089343,0.432,0.116,3.22616167557356e-17,0.729875252359465,1.91522605930457
"42","ATP1B3",2.08838465819712e-44,2.49199014940336,0.653,0.137,5.31890688596225e-40,1.00345859607462,2.73077454211671
"43","ATP2B1",1.31783629313414e-08,1.19920697279919,0.423,0.236,0.000335639725498335,1.30160792128648,2.13283485339007
"44","ATP8B4",1.55804775997798e-08,-1.3214779133223,0.108,0.316,0.000396819183988792,1.69846660027453,0.782487910482933
"45","ATRN",1.11627411301368e-06,-0.909357217333387,0.07,0.231,0.0284303853843454,1.22564206460824,0.595323673291763
"46","B4GALT5",5.64128699994598e-08,1.0735429957368,0.254,0.097,0.00143677938601624,0.660207664768474,1.40433096547331
"47","BASP1",1.89720443471388e-09,1.253188531799,0.207,0.054,4.83198997477278e-05,0.404636707815105,1.27328080534164
"48","BHLHE40",3.9811160892866e-31,2.05269786211507,0.38,0.035,1.0139504567804e-26,0.241032144382119,1.66385388004861
"49","BID",5.00010184346291e-08,1.33090618579584,0.188,0.057,0.00127347593851157,0.325114807130068,1.24762867740424
"50","BIRC3",7.39694170611593e-09,0.953120841109101,0.136,0.021,0.000188392708313067,0.233565913593592,0.89421893734129
"51","BLNK",3.0064957051726e-08,-1.12041916362742,0,0.132,0.00076572439115041,0.776615384313679,0
"52","BRAF",5.28494059433132e-07,0.895439061224618,0.399,0.231,0.0134602151997024,1.2117795059401,1.83245056659119
"53","BTG1",1.74019642903317e-07,0.876878525001521,0.244,0.092,0.00443210628510458,0.701353920445538,1.30915979774391
"54","BTG2",1.79881946051401e-09,1.35498655834951,0.404,0.2,4.58141328398314e-05,1.15834153422526,2.09754664684184
"55","C20orf194",1.12289325839133e-08,-1.24065691434831,0.192,0.401,0.000285989683979687,1.91710700767398,1.05714916545124
"56","C2CD4B",6.41518540486144e-17,1.53809722105578,0.164,0.002,1.63388357076416e-12,0.0105891464820128,1.07671689868391
"57","CADM2",1.39651733244709e-18,1.51197239109723,0.216,0.014,3.5567899940095e-14,0.192046033447442,1.24006543342096
"58","CARMIL1",7.80538122739694e-10,-1.2346680953938,0.155,0.392,1.98795254480573e-05,1.8161824145197,0.960375705270173
"59","CBLB",2.01466438519796e-19,1.52011205435636,0.474,0.153,5.13114872266069e-15,0.918866289380121,1.97252767399242
"60","CCL2",7.4467484432422e-17,1.54242033306139,0.333,0.08,1.89661236100936e-12,0.566685386274325,1.63580969137416
"61","CCNL1",2.37351775104606e-07,1.07352743583332,0.272,0.12,0.00604511236013921,0.722940315525078,1.46705283092669
"62","CD109",7.9403537020277e-07,0.92416741303048,0.146,0.038,0.0202232868436944,0.311990008633198,0.952574045340653
"63","CD163",1.67128760348047e-07,-1.3148267695917,0.023,0.165,0.0042566023973044,1.05815882759292,0.146790359325691
"64","CD163L1",1.45674236975839e-07,-1.51219607167803,0.033,0.182,0.00371017714153765,1.28459646268028,0.236422019142827
"65","CD44",2.1433170307693e-18,1.80198244373942,0.559,0.25,5.45881414566632e-14,1.45233899123186,2.70137804152836
"66","CD55",2.48107788011336e-10,1.21863016421845,0.291,0.101,6.31905725286072e-06,0.630512838827518,1.47520290130084
"67","CDH19",6.31155735415383e-13,1.17345924267816,0.155,0.012,1.60749054252944e-08,0.103245918050085,0.916625883614463
"68","CDK17",4.47996084217842e-09,1.06144222142891,0.277,0.104,0.000114100122689442,0.695936125739965,1.4316718088507
"69","CDKN1A",3.55028194579062e-13,1.17054025622579,0.211,0.033,9.04221308773414e-09,0.346900284663636,1.15825696299846
"70","CEBPB",2.79196435824948e-09,1.25457882606161,0.282,0.104,7.11085402402561e-05,0.70007853738662,1.56968631346143
"71","CEP112",8.97677770189715e-07,0.99447365750976,0.16,0.047,0.0228629551289619,0.309050205033189,0.998366816877216
"72","CFD",1.65598858643799e-09,-1.28763446046417,0.131,0.354,4.21763733079892e-05,1.77917701754632,0.886656821683756
"73","CFLAR",9.32388604836527e-07,0.8946672138792,0.394,0.233,0.0237470053765815,1.17982195358363,1.79995801042342
"74","CHD9",5.41667540405788e-07,-0.917759541936302,0.207,0.408,0.013795730586595,1.80908626686552,1.17294382794039
"75","CHSY1",7.53881357612655e-10,1.2690930822085,0.3,0.116,1.92006042970367e-05,0.68867843441558,1.56834672621653
"76","CLIC4",1.45939205368727e-10,0.852214740533253,0.596,0.347,3.71692562153612e-06,1.75386712127717,2.34457736590942
"77","CNKSR3",3.43147593263324e-10,1.1979529331467,0.178,0.035,8.7396260528236e-06,0.265143657126757,1.09550135518091
"78","COL4A1",1.38006341972291e-13,1.08363731020874,0.587,0.297,3.51488352369227e-09,1.54368892942285,2.2948090757436
"79","COL4A2",5.13446599045681e-08,0.568312178243562,0.615,0.361,0.00130769714310944,1.78028087804525,2.17420486207266
"80","COLEC12",2.29853341348363e-08,-1.77928018280552,0.16,0.351,0.000585413475080145,2.33590132648672,1.10259828434888
"81","CPM",5.79905515032578e-09,-1.52787272812863,0.028,0.198,0.000147696135623647,1.26823919183302,0.209198518076228
"82","CRISPLD2",8.19474156722949e-21,1.92642495098962,0.291,0.035,2.08711872975768e-16,0.374163733933283,1.70945975727207
"83","CSF1R",9.40925898590202e-10,-1.17592875274989,0.038,0.231,2.39644417111939e-05,1.09718246654092,0.282090767032959
"84","CSF3",3.54791922405342e-22,1.66345427370098,0.207,0,9.03619547174166e-18,0,1.15301863980623
"85","CSMD1",1.10588976429475e-14,1.27520024359306,0.211,0.026,2.8165906406823e-10,0.260342144590504,1.14424359808639
"86","CSRNP1",1.33944853371726e-13,1.40107574291118,0.197,0.026,3.4114414705245e-09,0.208819942863364,1.17997164381318
"87","CTSZ",8.21641196767846e-12,1.50964720312417,0.371,0.153,2.09263796404803e-07,0.854565913626007,1.90097361611173
"88","CXCL2",1.4135572630952e-45,2.73757710792589,0.418,0.002,3.60018899337716e-41,0.00789908497177836,1.90544293889606
"89","CXCL3",1.10292895872605e-12,1.40132380132594,0.146,0.009,2.80904976497939e-08,0.18607998174665,1.15740362368727
"90","CXCL8",7.12553190253383e-23,2.36859847093739,0.235,0.007,1.81480172025634e-18,0.0455311987457,1.68731855075455
"91","CYTH1",1.48766541369321e-06,0.983923783668002,0.376,0.224,0.0378893504213525,1.13861529023878,1.82061928677413
"92","DCN",4.25599523043184e-23,-1.9394807943243,0.164,0.566,1.08395942523869e-18,2.33996356334545,0.995617919009406
"93","DENND5A",1.88415351437037e-14,1.38382901475727,0.451,0.191,4.79875058574988e-10,1.01697890184848,1.97617608180453
"94","DOT1L",8.36359015600218e-07,0.983181562105752,0.15,0.042,0.021301227768322,0.24142475266184,0.922914280413965
"95","DUSP1",4.18932962413473e-33,1.76474085320415,0.808,0.389,1.06698036197087e-28,1.80010934115211,3.02333448796952
"96","ECE1",6.11161258372912e-10,1.16014617525553,0.235,0.066,1.55656660894997e-05,0.48780245183338,1.29195450224915
"97","EFHD2",7.19729037710903e-07,0.953243382476928,0.117,0.024,0.018330778861459,0.163446728564525,0.824184691515833
"98","EGR1",2.06047143974434e-31,1.7862294886063,0.723,0.307,5.24781470988486e-27,1.51099633004246,2.74911626390294
"99","EGR3",4.36195095333097e-14,1.31739512389872,0.268,0.057,1.11094528830386e-09,0.414384914237326,1.32753363005114
"100","EHBP1L1",4.62063837679951e-07,1.00104601864898,0.272,0.123,0.0117683038818707,0.673277950890138,1.36715017632744
"101","EHD1",1.84950534624458e-10,1.20068972218661,0.207,0.047,4.71050516635031e-06,0.365004155278621,1.19725885093957
"102","ELL",2.80096152048889e-07,1.012888453802,0.239,0.097,0.00713376889653316,0.561080256468029,1.26316103244261
"103","ELL2",1.17423247367992e-21,1.64129457526253,0.526,0.179,2.99065268721539e-17,1.01765485136402,2.15531355867558
"104","ELMO1",4.98349183148794e-09,-1.31107667396217,0.286,0.483,0.000126924553456166,2.38517900516802,1.47640990511323
"105","ELOVL5",3.19287163453202e-21,1.607847592659,0.38,0.078,8.13192476598961e-17,0.575034194409809,1.68950922003149
"106","EMP1",3.19269335894248e-33,1.70089199066756,0.685,0.208,8.1314707158906e-29,1.50684704088143,2.68581552864964
"107","EPAS1",2.78941101071417e-07,0.794076844982952,0.376,0.193,0.00710435090318791,1.14789907997775,1.69831120622562
"108","EPHB1",4.91358008637163e-08,1.42654009661783,0.103,0.012,0.00125143971219799,0.073755415401114,1.06255766132748
"109","EPS15",3.89238269504706e-08,-1.07502617014684,0.188,0.406,0.000991350948601536,1.8151151034189,1.06996374455347
"110","ESYT2",6.23324184736896e-22,1.59669611647122,0.577,0.233,1.5875443661064e-17,1.2695883141942,2.37633372553724
"111","ETV5",2.92051343265203e-07,-1.17919242354016,0.014,0.144,0.00743825566162146,0.92170191913119,0.10434801541668
"112","EZR",1.46421181797089e-12,1.68473184496127,0.254,0.064,3.72920107919007e-08,0.365657008113311,1.53342413644777
"113","F13A1",1.81996408081478e-08,-1.87928342333686,0.136,0.335,0.000463526651742717,2.40834938308132,1.10572937672233
"114","F2R",9.5393219398429e-07,0.766406824474641,0.131,0.031,0.0242956990485859,0.276275933066969,0.807508662613467
"115","FAM107B",1.74719444544252e-18,2.05180057728368,0.427,0.137,4.44992953309755e-14,0.762550091623818,2.18474987683927
"116","FAR2",7.63352600526087e-07,-1.36933919333051,0.042,0.184,0.0194418273827989,1.25210260529818,0.302949004210905
"117","FBLN1",9.72742798944381e-10,-1.36635082324504,0.136,0.366,2.47747863463144e-05,1.87742725271664,0.930345031928574
"118","FCGR3B",3.78324532978604e-14,1.86861293848156,0.16,0.009,9.63554753043206e-10,0.091403495838424,1.38662728570475
"119","FGR",3.11632239257345e-07,0.933771862701035,0.127,0.026,0.00793696150164533,0.17482775879231,0.822069092709741
"120","FHL1",6.95800619634937e-07,-1.09599004539198,0.169,0.347,0.0177213459814822,1.77683088195468,1.01714847206947
"121","FILIP1L",7.65715687089376e-07,-0.821001108545286,0.305,0.5,0.0195020128344793,2.11437793063424,1.54530332700949
"122","FKBP5",9.41243229417827e-13,-1.72264565172643,0.113,0.375,2.39725238100426e-08,1.89442284752923,0.700375870931211
"123","FLI1",1.14808058334991e-09,-1.38728323762128,0.108,0.328,2.92404643773389e-05,1.62301141121928,0.661419946424015
"124","FLT1",2.89600381028408e-17,1.61193232616291,0.216,0.019,7.37583210441253e-13,0.165616145135569,1.28292249226882
"125","FN1",3.48607227363067e-11,0.622305998852321,0.883,0.646,8.87867747370995e-07,2.56439901410453,2.99574866265456
"126","FOS",1.35668895770532e-66,2.39734457532876,0.953,0.479,3.45535110637967e-62,2.05391471894441,3.71562735216422
"127","FOSB",3.50095377279074e-33,1.77159015189194,0.704,0.252,8.91657916392073e-29,1.39793439115699,2.62590711004865
"128","FOSL2",2.38108738302799e-15,1.37193662609199,0.38,0.12,6.064391455834e-11,0.730094719228052,1.68104872351064
