"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"140","AQP1",2.96433422832306e-186,1.01200888314652,0.283,0.154,7.54986284611601e-182,0.764686107489862,1.46615721154449
"141","AQR",3.83915746701079e-112,-0.254158270895871,0.059,0.15,9.77795015272978e-108,0.621443063268776,0.44527397438131
"142","AR",1.36400487490035e-172,-0.472355693365321,0.047,0.156,3.47398401588369e-168,0.700266609683766,0.372854592606156
"143","ARAP2",4.77852341804555e-158,0.835964368000276,0.109,0.027,1.21704212934202e-153,0.184455243221259,0.763901587949228
"144","ARF4",0.0358851099902349,0.372926218914015,0.121,0.121,1,0.536249117983414,0.794741875180545
"145","ARFGEF1",2.61877258226787e-164,-0.332684460995542,0.143,0.309,6.66975188977804e-160,1.1113089648149,0.880709668659728
"146","ARFGEF2",1.36510874701792e-127,-0.265725120216743,0.109,0.237,3.47679546777994e-123,0.91308840667,0.728901788787812
"147","ARHGAP10",0,-0.864692489682335,0.306,0.576,0,2.1399522731241,1.54059311184943
"148","ARHGAP12",8.04554038718649e-118,-0.261257101816259,0.076,0.18,2.04911868121253e-113,0.72639832393314,0.545308700407936
"149","ARHGAP21",4.50084445594222e-106,-0.252715040315688,0.193,0.345,1.14632007448392e-101,1.27917363739159,1.10400491971168
"150","ARHGAP23",0.0885937631481092,0.406990826420453,0.12,0.122,1,0.506207802562784,0.788312346409884
"151","ARHGAP26",1.19376010055717e-15,0.401282633797403,0.354,0.357,3.04038760010905e-11,1.49439985870725,1.77254778493159
"152","ARHGAP31",4.5223196004982e-13,0.336122838566973,0.133,0.109,1.15178957905089e-08,0.631740772320858,0.864723370195363
"153","ARHGAP42",0.0968845425181278,0.368973180444185,0.145,0.15,1,0.676998055870528,0.932750775597651
"154","ARHGAP6",2.34322428973822e-78,-0.485636787946301,0.153,0.26,5.96795794353426e-74,1.3200643404946,0.98344657015343
"155","ARHGDIA",1.73352902012078e-42,0.600691721168336,0.128,0.081,4.41512506134562e-38,0.429913588059273,0.846281360972806
"156","ARHGEF10L",3.60624812046914e-248,-0.578552934631842,0.198,0.423,9.18475333802286e-244,1.55590273455822,1.15488039911347
"157","ARHGEF12",2.09827891477421e-71,0.739678826150823,0.382,0.35,5.34410656803843e-67,1.25568219612425,1.76838848899058
"158","ARHGEF26",3.84725334674485e-239,-0.605457817388481,0.087,0.253,9.79856954882445e-235,1.04716416956564,0.627492790494833
"159","ARHGEF28",8.24345188230524e-205,-0.479616347045084,0.137,0.318,2.09952475990432e-200,1.19826982026981,0.865825101565047
"160","ARHGEF3",4.7768672678974e-113,0.863988803129152,0.198,0.107,1.21662032446079e-108,0.616291919559536,1.21516332248387
"161","ARID4B",1.53062001039695e-46,0.647322649984054,0.364,0.353,3.89833610448e-42,1.24056429918931,1.68925416893835
"162","ARID5A",1.71134725205564e-193,1.13444184702152,0.256,0.132,4.35863031626051e-189,0.578264295678785,1.36459946345097
