"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcifieds","log1p_avg_controls"
"1","A2M",9.1081558591317e-48,-1.17507801968558,0.268,0.634,2.31975621576225e-43,2.13687530881138,1.32237329252836
"2","AAMDC",4.74852240242599e-13,-0.374407784086579,0.045,0.141,1.20940117067388e-08,0.596517080898848,0.336997380979539
"3","ABCB1",1.0511562719663e-20,-1.04065904711362,0.075,0.224,2.67718990907096e-16,1.26331485054934,0.541984966118328
"4","ABCB7",1.40525302484632e-21,-0.528417206047709,0.027,0.137,3.57903892898109e-17,0.546183974309014,0.179913077777681
"5","ABCG1",1.04029820129518e-11,-0.353986662315113,0.065,0.168,2.64953548887871e-07,0.687009661377703,0.441644804438157
"6","ABCG2",7.53171032880002e-57,-1.14221457639822,0.019,0.224,1.91825130364208e-52,0.942280986894032,0.150558173669135
"7","ABHD18",1.25742049590452e-09,-0.305186985393138,0.089,0.195,3.20252426101923e-05,0.777714632881698,0.566175134412856
"8","ABHD6",1.01028730134036e-20,-0.505658725971323,0.016,0.106,2.57310072778375e-16,0.459520142425752,0.109024222193195
"9","ABL2",3.86455538257317e-27,1.4832609983832,0.438,0.224,9.8426361038756e-23,0.88080643665112,1.90892461571497
"10","ABLIM1",2.5945307553003e-07,0.501277627590516,0.557,0.493,0.00660801038067434,1.86788798312912,2.21534715737126
"11","ABO",2.29978886089352e-21,-0.371373415350104,0.013,0.101,5.85733224980971e-17,0.366628610056239,0.109212174271397
"12","ABR",1.26648053511018e-13,-0.364028162788803,0.212,0.418,3.22559927487212e-09,1.39099583067917,1.1386707359977
"13","AC001226.2",4.96515125650676e-20,-0.505444018770937,0.023,0.124,1.26457437351971e-15,0.523334724214268,0.172987627672305
"14","AC002070.1",1.08431616838556e-46,-1.19638879592373,0.028,0.221,2.76164484926117e-42,1.06150929048383,0.232235769735784
"15","AC004594.1",1.6845208309368e-30,-0.636913855963929,0.009,0.116,4.29030610431293e-26,0.513544412179828,0.0720693686588678
"16","AC005237.1",3.36607459470586e-55,-0.946933155400376,0.013,0.199,8.57305538525636e-51,0.753213242360176,0.0968491955156726
"17","AC006059.1",5.78691136298216e-51,-0.874918724608768,0.028,0.238,1.47386845503793e-46,0.82759111357335,0.22114366639168
"18","AC007038.1",8.40328918553942e-20,-0.394586074946096,0.019,0.112,2.14023372266504e-15,0.420359691058577,0.146853465721476
"19","AC007193.2",6.15774057191668e-18,-0.438648799502543,0.017,0.101,1.56831494626146e-13,0.431201146168102,0.127152967536909
"20","AC007319.1",1.69577144036788e-106,-2.09447784438763,0.125,0.586,4.31896028147294e-102,2.23464994141199,0.782868528829431
"21","AC007681.1",7.56353425512262e-30,-0.845094199938962,0.043,0.203,1.92635653943718e-25,0.874469157644272,0.288694495649017
"22","AC008014.1",5.60566007322202e-32,-1.23516823018297,0.061,0.246,1.42770556404892e-27,1.28194417095642,0.425790794687882
"23","AC008050.1",5.50767688185433e-11,-0.522026767718966,0.036,0.112,1.40275022503948e-06,0.641839217351054,0.279997835129831
"24","AC008537.1",1.15567763524492e-11,-0.296261561414531,0.064,0.168,2.94339536920528e-07,0.642041965394378,0.436689099391609
"25","AC008892.1",5.03798050732164e-21,-0.565284800866577,0.013,0.101,1.28312325540975e-16,0.495201768165217,0.103376202231159
"26","AC009554.1",3.84803778203365e-17,-0.466193873153213,0.031,0.13,9.80056742706149e-13,0.546425991817832,0.223285023047362
"27","AC009690.1",6.9379927735226e-36,-0.7572834387563,0.028,0.188,1.76703737948847e-31,0.724208518633874,0.199299638175204
"28","AC010737.1",4.74248409044344e-58,-1.65573261743586,0.022,0.232,1.20786327299504e-53,1.28744106538209,0.139774669845288
"29","AC010894.3",1.84121046873483e-24,-0.652776664419334,0.033,0.162,4.68937894282073e-20,0.686335574856899,0.233865270379312
"30","AC011511.2",7.71543848446227e-104,3.41624759041766,0.634,0.093,1.96504502760769e-99,0.488942066657413,2.85690445205012
"31","AC012358.3",5.70041071712231e-31,-0.654291842883776,0.013,0.13,1.45183760554388e-26,0.566751417818125,0.113230871659866
"32","AC012409.2",6.77324010048524e-34,-0.798220084504992,0.039,0.209,1.72507652119258e-29,0.840232211074567,0.28694821003361
"33","AC016831.7",4.02479795342769e-73,1.43805887792412,0.877,0.727,1.0250757907585e-68,2.35222752702748,3.34901398373978
"34","AC020916.1",1.04540542768424e-25,1.44664644927878,0.362,0.149,2.66254308376898e-21,0.618853759849824,1.62159266743447
"35","AC022217.3",2.9593586590375e-20,-0.502218475708843,0.043,0.168,7.53719056870261e-16,0.672170705914811,0.324059385452113
"36","AC025159.1",1.25103911978762e-21,-0.717254903392132,0.036,0.159,3.18627153418708e-17,0.772838262846715,0.275675048817663
"37","AC025569.1",1.87967713340412e-61,-0.908755070376638,0.007,0.195,4.78734969106696e-57,0.69574912057192,0.0658481057207988
"38","AC058822.1",5.14012512244493e-32,-0.826336185533387,0.089,0.309,1.3091384674355e-27,1.14615417470957,0.573381577512442
"39","AC061992.1",2.55357256534335e-11,0.844512968858234,0.103,0.012,6.50369396667298e-07,0.067284007115051,0.652655790425444
"40","AC074032.1",5.2319274756915e-16,-0.464506791833352,0.051,0.164,1.33251960878387e-11,0.647014293730324,0.325042720620091
"41","AC079447.1",3.30399088367966e-13,-0.547094527559975,0.036,0.124,8.41493438164374e-09,0.635703613490051,0.256486584212078
"42","AC087477.2",8.09002863749494e-20,-0.456716274556643,0.014,0.101,2.06044939368359e-15,0.438997742060969,0.122426144036191
"43","AC090517.4",4.5637060192932e-17,-0.53300394923912,0.052,0.172,1.16233028605379e-12,0.728658566557653,0.359208381915241
"44","AC090630.1",1.74181018875265e-22,-0.574600039487901,0.041,0.172,4.43621636973412e-18,0.682810401122683,0.284528003802011
"45","AC092683.1",2.36023599741869e-18,-0.436928968007849,0.03,0.133,6.01128506182567e-14,0.524805921499833,0.221949839220227
"46","AC092839.1",2.43885575196053e-45,-0.826342474076138,0.016,0.182,6.21152171466827e-41,0.692323558887124,0.11954660280432
"47","AC096711.2",1.95450645570715e-14,-0.331178196788754,0.026,0.108,4.97793249204053e-10,0.40887138009528,0.179316146728228
"48","AC097103.2",4.74219784385111e-19,-0.569281034433029,0.025,0.124,1.20779036885044e-14,0.569830897458718,0.175235353495215
"49","AC097376.2",4.56962103286904e-21,-0.544656294085004,0.028,0.137,1.16383678086142e-16,0.585482601083084,0.207955626463835
"50","AC097515.1",1.23909220113631e-38,-0.65243374745945,0.006,0.128,3.15584392707407e-34,0.496711459644098,0.0444788470904206
"51","AC098829.1",1.09939075194903e-08,-0.508832741728861,0.128,0.24,0.000280003830613898,1.11038995718551,0.757693976879561
"52","AC099669.1",2.39189060605932e-21,-0.567754378762889,0.024,0.13,6.09190618457248e-17,0.565321774757037,0.171784427866977
"53","AC104806.2",6.74058434163043e-17,-0.359182433733184,0.021,0.106,1.71675942596985e-12,0.405505683037291,0.156539391788475
"54","AC116366.3",2.0315591550987e-38,-0.869979459531401,0.082,0.323,5.17417801212089e-34,1.1483774008454,0.545353591326142
"55","AC118549.1",6.08263273518957e-20,-0.446934844442527,0.109,0.296,1.54918573132543e-15,1.01954455428926,0.709752926969926
"56","AC138150.1",1.18879763324813e-11,-0.281185597305184,0.029,0.104,3.02774869211965e-07,0.430119472505863,0.23521646851971
"57","AC139887.2",1.6578068778538e-32,-0.683530927081649,0.034,0.193,4.22226833720583e-28,0.740815874132312,0.267028339200142
"58","ACACB",1.10849939942333e-93,-1.63888684485059,0.104,0.536,2.82323712039127e-89,1.76501638730239,0.629026591537423
"59","ACADM",1.19872908862753e-12,-0.274170305494901,0.031,0.112,3.05304311582546e-08,0.423462934373108,0.233422560126059
"60","ACAP2",1.83588647898507e-20,-0.546507811095978,0.144,0.358,4.67581927332708e-16,1.21131444177518,0.832504093360018
"61","ACAT1",8.95460840151735e-12,-0.376091697881964,0.038,0.12,2.28064921378245e-07,0.540124383228833,0.279437483209947
"62","ACBD6",6.38625124590242e-19,-0.548654960962319,0.08,0.234,1.62651432981889e-14,0.928237650930252,0.547939011638994
"63","ACER2",1.49936878545937e-18,-0.508167970770813,0.036,0.147,3.81874235968646e-14,0.613534925592943,0.261299729402285
"64","ACER3",2.15604897919562e-08,-0.318765676637553,0.136,0.255,0.000549124114511333,1.00454747345335,0.783595943432744
"65","ACKR1",1.12624712692839e-09,1.05062215967044,0.23,0.124,2.86843880757392e-05,0.54198767927294,1.27022346708231
"66","ACSL4",1.33685899883515e-08,0.873807324098949,0.237,0.137,0.000340484618413323,0.625365943304916,1.23104302635673
"67","ACTA2",1.45669577445505e-08,-0.41061294283279,0.79,0.948,0.000371005846795956,3.01730994676591,2.73269474313994
"68","ACTB",7.56361366264759e-17,0.384955399516492,0.88,0.901,1.92637676373972e-12,2.77770583401004,3.04453658382623
"69","ACTC1",1.61485637538212e-07,-0.332136980230119,0.09,0.18,0.00411287770246072,0.812399951107813,0.582180139701612
"70","ACTG1",2.03796455614318e-16,0.872243582855952,0.535,0.431,5.19049192804107e-12,1.46242155743692,2.06701473765502
"71","ACTG2",1.56987769847947e-16,-0.541043239281864,0.195,0.408,3.99832151025736e-12,1.4716718929829,1.09664929711366
"72","ACTR10",1.96196636213451e-09,-0.267411187668847,0.067,0.161,4.99693212772038e-05,0.643041492424026,0.457686181641178
"73","ADAM10",6.49497072308511e-18,-0.515230803020109,0.129,0.313,1.65420409346255e-13,1.13592687521828,0.778796096767254
"74","ADAMTS1",2.62104915202022e-99,2.22156862737126,0.73,0.236,6.6755500852803e-95,1.09345754633789,2.63333157682071
"75","ADAMTS4",8.53727292992264e-81,2.85749472930364,0.49,0.01,2.174358042522e-76,0.0740505113692924,2.05471492645102
"76","ADAMTS6",2.10771659308332e-16,-1.02883613708731,0.08,0.215,5.3681433909239e-12,1.3170274795186,0.603892611838346
"77","ADAMTS9",3.89664439759895e-200,3.41382017802476,0.947,0.338,9.92436361624475e-196,1.53978011864834,3.90605994998486
"78","ADAMTSL1",7.16259961182093e-25,-0.99727384571147,0.132,0.34,1.82424249513467e-20,1.49902356725024,0.807766012849156
"79","ADARB1",2.47436569476869e-14,-0.465579658086603,0.214,0.418,6.30196198800637e-10,1.45453145731946,1.13181622999067
"80","ADCY4",4.82459227112558e-23,-0.527205851063777,0.061,0.219,1.22877540553298e-18,0.777448761903182,0.412017512663618
"81","ADCY9",4.56112041813993e-14,-0.413609631979937,0.074,0.199,1.16167175929606e-09,0.781811401937737,0.495119051678407
"82","ADD1",1.27477020410417e-21,-0.560521655525779,0.144,0.358,3.24671223283292e-17,1.21087070420201,0.82234669903152
"83","ADD3",4.24377100638464e-08,-0.367140686286402,0.141,0.259,0.0010808460376161,1.09234422149469,0.837861689926429
"84","ADGRF5",1.11051108087622e-22,-0.598125165040435,0.099,0.286,2.82836067188364e-18,1.0913563975687,0.676767625798968
"85","ADGRG6",4.8768284301867e-19,-0.630236448878237,0.043,0.162,1.24207943288425e-14,0.77255875777876,0.335712140152697
"86","ADGRL2",1.24743733869687e-24,-0.88290000219212,0.154,0.377,3.17709815792705e-20,1.49210214602372,0.880122498787882
"87","ADGRL3",1.41095859179307e-08,0.514949607962212,0.449,0.366,0.000359357043743776,1.48043671961338,1.83737258850284
"88","ADGRL4",1.75887422931215e-07,-0.347660443206718,0.356,0.54,0.00447967677463511,1.83858403635409,1.59760418035313
"89","ADH1B",1.10613514280415e-09,-0.341372546623158,0.078,0.178,2.8172155952079e-05,0.783576468383465,0.546955050171055
"90","ADIPOR2",6.05307071870525e-12,-0.390796052283502,0.098,0.224,1.54165658134704e-07,0.914671596406463,0.643792414592196
"91","AEBP1",1.13531117222688e-19,0.826247069281467,0.573,0.435,2.89152402454463e-15,1.59718069120071,2.16989151771908
"92","AF241726.2",3.79970858228048e-49,-0.92146067071988,0.018,0.197,9.67747778821016e-45,0.751407017154019,0.112699151247658
"93","AFAP1L1",4.16479252788906e-60,-1.08237656303093,0.018,0.228,1.06073100892806e-55,0.876254661699357,0.126008398730303
"94","AFAP1L2",2.90018601201123e-09,-0.274696877148305,0.058,0.143,7.3864837539914e-05,0.60381389363218,0.413408527728211
"95","AFDN",1.25748625547014e-24,-0.629767518040944,0.161,0.404,3.20269174405689e-20,1.36099674688561,0.924475167347296
"96","AFF1",7.66407738147125e-24,-0.677449040149184,0.346,0.638,1.95196386828691e-19,2.06631217523273,1.59674028308029
"97","AGBL5",4.80802596982883e-22,-0.440066571580924,0.013,0.103,1.2245561342557e-17,0.396325203354782,0.0912943000047827
"98","AGMO",2.2388396250215e-10,-0.442353203407188,0.049,0.133,5.70210064096725e-06,0.668945859868918,0.362329984115566
"99","AGO4",1.98216868478113e-35,-0.738070272380487,0.045,0.232,5.04838542326907e-31,0.830091376153139,0.318500047797493
"100","AGPAT3",2.42237126086401e-14,-0.325734269230942,0.059,0.174,6.16953736429454e-10,0.633437526353718,0.407655736024536
"101","AGTPBP1",2.35198987106661e-11,-0.405158495594134,0.102,0.228,5.99028300261955e-07,0.914511551743153,0.633677082842171
"102","AHCYL2",7.31773665339307e-11,-0.370164669700332,0.089,0.203,1.86375434825268e-06,0.852072434043784,0.595493836898096
"103","AIF1L",8.41261926052604e-10,-0.265434466525821,0.037,0.11,2.14260999946338e-05,0.443041323513917,0.259056171418111
"104","AK9",5.33079356505123e-13,-0.330101316073791,0.026,0.103,1.3576998130829e-08,0.4250616243235,0.196252827787824
"105","AKAP10",1.59924959595575e-19,-0.463329097560749,0.068,0.217,4.07312879593969e-15,0.802612558953439,0.481457301307822
"106","AKAP12",1.36510260416086e-77,2.55698964358839,0.649,0.236,3.47677982253728e-73,1.04118163232846,2.81355179450273
"107","AKAP13",8.69030111102688e-19,0.784889977418986,0.619,0.499,2.21333278996744e-14,1.78486154672918,2.32890582162691
"108","AKAP9",3.99043783173961e-24,-0.663703499786189,0.162,0.402,1.01632461136576e-19,1.37018002824499,0.910135818640424
"109","AKT3",2.85731425106745e-33,-0.902275182053163,0.512,0.76,7.27729366604368e-29,2.62448472372303,1.99907522519367
"110","AL022323.4",5.21377872858896e-17,-0.499143192184855,0.025,0.116,1.32789730438432e-12,0.511449826917268,0.165470130558645
"111","AL050403.2",2.82830918954469e-10,-0.521356457476564,0.034,0.104,7.20342067485138e-06,0.602490410712583,0.241113652145982
"112","AL109930.1",6.97732246945958e-61,-1.43639476494412,0.058,0.335,1.77705425974666e-56,1.38799647940057,0.392363497908483
"113","AL121761.1",1.47564777740858e-28,-0.606926179564718,0.014,0.128,3.75832732428192e-24,0.520366339717888,0.0996771695445842
"114","AL136531.2",2.32262759295502e-10,-0.407035872757182,0.034,0.106,5.91550021649715e-06,0.534539067249943,0.252403299661546
"115","AL138828.1",3.47167053457782e-71,-1.55218483495592,0.024,0.277,8.84199768451626e-67,1.24345907794635,0.167566535888749
"116","AL139807.1",1.55701162022275e-33,-0.874690623677918,0.108,0.346,3.96555289554533e-29,1.2804615488671,0.674172209202531
"117","AL157392.5",7.27025861080426e-16,-0.374915993249474,0.026,0.114,1.85166216558574e-11,0.462613158033014,0.202741194365309
"118","AL161457.2",3.13763029838419e-39,-0.680954663161514,0.006,0.132,7.9912306069547e-35,0.514951604624667,0.0429497997651163
"119","AL356056.2",2.97232312366925e-36,-0.553214908870983,0.007,0.126,7.57020976367321e-32,0.436501453566676,0.0530420992390274
"120","AL356599.1",4.75920256021608e-24,-0.587386689300041,0.013,0.108,1.21212130006143e-19,0.500465684222253,0.0933202566354889
"121","AL359220.1",1.94072619020568e-35,-0.729185543037627,0.016,0.153,4.94283553383484e-31,0.631470776924149,0.126037873662546
"122","AL359915.2",1.86242301500916e-23,-0.605238020072047,0.029,0.151,4.74340517692684e-19,0.643054044555885,0.223535017375263
"123","AL365273.2",1.91106790399056e-54,-1.11842580570661,0.076,0.366,4.86729884467355e-50,1.27966677275978,0.504433078868759
"124","AL445426.1",3.00418917920185e-31,-0.759600161283037,0.025,0.166,7.6513694205092e-27,0.732265359557251,0.205750649411034
"125","AL592183.1",3.42892583747209e-28,-0.599172438399233,0.032,0.176,8.73313121545766e-24,0.67191027411416,0.256595587768504
"126","AL669831.5",1.70753854566124e-12,-0.367038676046136,0.053,0.153,4.34892992194461e-08,0.60980758531257,0.355395761854736
"127","ALCAM",2.32494586749992e-07,0.614017573974331,0.227,0.13,0.00592140462993555,0.730134816157271,1.15573936637184
"128","ALDH2",1.99180601614248e-12,-0.427371908250361,0.027,0.103,5.07293074251327e-08,0.496083263644206,0.199851630389944
"129","ALDH7A1",3.7695462191193e-15,-0.388366227887421,0.026,0.112,9.60065726547494e-11,0.463734799825804,0.194539843940937
"130","ALMS1",1.92709174752134e-13,-0.391094216503008,0.067,0.182,4.9081099717621e-09,0.704723731096303,0.433637877593942
"131","ALPK1",7.13149268235681e-18,-0.45654544745341,0.071,0.215,1.81631987126946e-13,0.784435043542176,0.467981853842366
"132","ALS2",7.0960093610153e-13,-0.307943762466648,0.043,0.137,1.80728262415699e-08,0.531497722092838,0.318047371368059
"133","AMOTL1",2.41467049773036e-08,-0.278380795852661,0.117,0.228,0.000614992429066944,0.907995476560523,0.715036612793217
"134","ANAPC1",3.25280211099312e-13,-0.296321179374868,0.056,0.162,8.28456169648839e-09,0.622519720847517,0.41712553082363
"135","ANAPC16",3.01537699290934e-17,-0.469067243491365,0.076,0.219,7.6798636632408e-13,0.834190271373176,0.509057634054111
"136","ANAPC5",8.81530596690695e-16,-0.37532153618323,0.08,0.219,2.24517027671153e-11,0.796276710731826,0.536123646122993
"137","ANGPT2",1.87305081035895e-10,-0.357915672505938,0.055,0.145,4.77047310890321e-06,0.658869838519537,0.410781599243829
"138","ANK3",3.78975916657396e-09,0.730452787701148,0.18,0.077,9.65213762134722e-05,0.494462202822344,1.00077349314955
"139","ANKAR",1.02208378132526e-33,-0.860222387907183,0.069,0.277,2.6031451826573e-29,1.05100902125808,0.454748298425674
"140","ANKIB1",1.1601353138556e-26,-0.726415468538469,0.112,0.327,2.95474863085882e-22,1.18020872829225,0.676695894359674
"141","ANKMY1",5.33771840763766e-20,-0.417926004139076,0.016,0.104,1.35946350124124e-15,0.408978737965701,0.119294506514016
"142","ANKRD12",4.19334308263413e-12,-0.354891862380337,0.308,0.534,1.06800254971609e-07,1.67920303898801,1.43321074517541
"143","ANKRD26",1.02804377173813e-19,-0.481378853093439,0.036,0.151,2.61832468223985e-15,0.580765050944341,0.247098656141444
"144","ANKRD27",1.43938271909038e-07,-0.316876280767148,0.04,0.103,0.00366596384725129,0.490655743067574,0.271013842467504
"145","ANKRD29",5.95131224748172e-39,-0.931714483733667,0.041,0.23,1.51573971631112e-34,0.916683320932165,0.270868053445308
"146","ANKRD36",2.55675186362392e-19,-0.475556514928565,0.111,0.294,6.51179132146376e-15,0.985924434153889,0.656293776634241
"147","ANKRD36C",1.63732503983017e-10,-0.337893497956293,0.094,0.209,4.17010314394345e-06,0.806408137293335,0.572198211855392
"148","ANKS1A",7.98939671772814e-20,-0.566148988688984,0.164,0.379,2.03481945003818e-15,1.31238358221677,0.919959006930135
"149","ANKUB1",1.80929523635047e-51,-1.03647069890455,0.023,0.222,4.608094037461e-47,0.893536443076461,0.175109700397774
"150","ANO10",1.68020354296558e-21,-0.590665608509742,0.088,0.261,4.27931040357903e-17,0.975998452777843,0.56658025158559
"151","ANXA2",9.89147558042466e-11,0.860822269815535,0.402,0.296,2.51925991557836e-06,1.164637670088,1.76131419937385
"152","ANXA4",4.31836264973151e-10,-0.263247049365898,0.08,0.186,1.09984378326012e-05,0.706417759891972,0.523948809833274
"153","AP000787.1",1.12831559767406e-28,-0.572631924505155,0.019,0.141,2.87370699571607e-24,0.5483274224936,0.151409218524236
"154","AP001011.1",1.13257912866081e-26,-0.518389362796313,0.018,0.133,2.88456578278622e-22,0.491677275111847,0.132357149857316
"155","AP001528.2",1.01317151250457e-46,-1.15902124825182,0.063,0.308,2.5804465251979e-42,1.23623210675374,0.432859796318918
"156","AP001831.1",5.30685192832814e-28,-0.617227627039139,0.016,0.13,1.35160211762589e-23,0.542040122787625,0.11421053334174
"157","AP002336.2",7.03624436691215e-14,-0.354339978635311,0.033,0.122,1.79206107780886e-09,0.52350857725536,0.277898820104622
"158","AP002518.2",2.38026527995621e-73,-1.23757692043904,0.048,0.354,6.06229764152046e-69,1.17994016138461,0.322117208256232
"159","AP003086.2",4.6976501472532e-24,-0.576504293395472,0.019,0.128,1.19644451600392e-19,0.535432915957473,0.135830590409698
"160","AP2A2",2.73637414355048e-10,-0.287521626170084,0.101,0.221,6.96927130620872e-06,0.826850853644189,0.627556049114385
"161","APBB2",2.51499199402364e-14,-0.541993936941289,0.498,0.706,6.40543310957882e-10,2.4096402688929,2.03395869962146
"162","APC",4.98099461320931e-27,-0.704142575266965,0.052,0.215,1.26860951803828e-22,0.836113774335975,0.348039333577459
"163","APOL3",1.24902720398081e-39,-0.758364620373423,0.026,0.195,3.18114738581872e-35,0.727697541700962,0.202039243252711
"164","APOO",7.98228977767998e-08,0.659482770234892,0.385,0.298,0.00203300938347731,1.21543364352182,1.672552266338
"165","APP",2.16893231711373e-24,-0.777003665868157,0.347,0.64,5.52405371845696e-20,2.06784048601742,1.52926258573616
"166","APPBP2",1.15784085287828e-15,-0.393839978153857,0.111,0.271,2.9489048681957e-11,0.963705960860252,0.690716890411116
"167","APPL1",4.02309722430249e-12,-0.329458746895795,0.055,0.155,1.0246426320576e-07,0.616808651476266,0.388445249954634
"168","APPL2",5.84965275326999e-23,-0.581595674620689,0.046,0.186,1.48984805973033e-18,0.717559791734651,0.314428389645461
"169","AQP1",2.68763007607361e-22,1.27537806166203,0.4,0.209,6.84512504075187e-18,0.82502040878924,1.70904511637829
"170","ARAP2",7.12627084567538e-09,0.981801110603383,0.215,0.116,0.000181498992168506,0.489929808626989,1.17046248031235
"171","ARAP3",2.04045822114015e-38,-0.749501158716896,0.043,0.238,5.19684304342185e-34,0.835843482769086,0.316328867778058
"172","ARFGEF1",5.2267512603744e-25,-0.614520167787106,0.136,0.368,1.33120127850476e-20,1.2029516851129,0.776998763414047
"173","ARFGEF2",1.55182740143268e-19,-0.473295740028706,0.135,0.335,3.95234920870889e-15,1.13714857294312,0.809084965171192
"174","ARFIP1",3.83274762753858e-13,-0.335340519158774,0.104,0.244,9.76162493257801e-09,0.888999473188851,0.656559137806438
"175","ARHGAP12",1.16864809480362e-08,-0.296487989245672,0.06,0.143,0.000297642983265534,0.620933682427081,0.415423868611556
"176","ARHGAP15",9.94098816273645e-09,0.845161594220892,0.118,0.035,0.000253187027516735,0.158928725648056,0.744750101799816
"177","ARHGAP18",2.74806530184407e-18,-0.837661708682493,0.061,0.191,6.99904751726667e-14,0.986594469637537,0.405971618001241
"178","ARHGAP23",1.18853889750413e-16,1.27705244456756,0.303,0.149,3.02708971805327e-12,0.540791803345328,1.42597710472452
"179","ARHGAP24",2.75404342601585e-07,0.893526325508184,0.192,0.104,0.00701427320171978,0.508607486910238,1.12795274019232
"180","ARHGAP26",5.9271948561952e-07,0.422215907994255,0.634,0.632,0.0150959725792435,2.17857989301232,2.4712376592261
