"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcifieds","log1p_avg_controls"
"1","AC092979.1",6.31906047868409e-07,-3.42640367920435,0,0.711,0.0160940151331605,2.37500204970072,0
"2","AC245297.3",2.30583061869956e-07,-3.00542379882493,0.091,0.816,0.0058727200027659,2.60812899555704,0.524927963013779
"3","ADAMTS9",1.325216990895e-07,2.97421757845144,0.636,0.026,0.00337519515411048,0.137378575829847,2.19894910470529
"4","CPA3",6.36704608480367e-09,-3.19937009238789,0.182,0.974,0.000162162296733865,3.28971201823275,1.07207765912628
"5","FP236383.1",9.01463358878282e-08,2.43104890853202,0.955,0.579,0.0022959370287271,1.79938497222085,3.48445966897316
"6","FP671120.1",1.27292603193629e-10,3.15192986306993,1,0.5,3.24201531073853e-06,1.58540235128903,3.77015364919865
"7","ICAM1",1.66620234843893e-07,3.1221734310596,0.773,0.158,0.00424365076123911,0.761879573796022,2.92600528475415
"8","IL6",1.54918167538747e-07,3.03030511334204,0.591,0,0.00394561080904435,0,2.10044744554942
"9","KDM6B",9.54043889276378e-08,3.1329584656293,0.682,0.053,0.00242985438159801,0.236353049008858,2.40795437627122
"10","MALAT1",5.47003469083493e-10,-1.12430909154007,1,1,1.39316313540875e-05,6.15212337731854,5.37281170043963
"11","NAMPT",1.11452696103436e-07,3.12159300273762,0.727,0.079,0.00283858871705841,0.4725788076186,2.63630219632183
"12","NFKB1",4.62681151275182e-10,3.26984955918533,0.955,0.237,1.17840262418276e-05,0.989709096517403,3.2561960993219
"13","NFKBIA",2.0379614164815e-07,2.77691231069515,0.727,0.132,0.00519048393163673,0.421171224412289,2.34598016323283
"14","NTM",3.74449026490318e-08,-4.09964706452107,0.091,0.868,0.000953684225568191,3.67221877237477,0.830559968311132
"15","SELE",9.50627893738817e-09,3.68283737728544,0.682,0,0.000242115418256339,0,2.55274834452619
"16","SRGN",3.93320217990768e-07,-3.2893552842643,0.273,0.868,0.0100174726320069,3.49704945787434,1.21704211672659
"17","STX3",9.43188206472333e-08,-3.03649247122075,0.091,0.842,0.00240220604306438,2.56425811216873,0.459521916950569
