"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcifieds","log1p_avg_controls"
"1","ABCG1",7.50230322437962e-07,1.736644334486,0.25,0,0.0165365767671776,1.20375012408438,0
"2","AC016708.1",7.50230322437962e-07,1.12544777640605,0.25,0,0.0165365767671776,0.780100953083314,0
"3","ADPRHL2",1.06609113004052e-09,1.92101423455279,0.375,0,2.34987806883532e-05,1.33154560049579,0
"4","ARNTL",2.68550758555847e-07,1.82494815786797,0.375,0.01,0.00591939582008797,1.35267626791349,0.0877185976192362
"5","CDK2AP2",7.50230322437962e-07,1.33322507960846,0.25,0,0.0165365767671776,0.924121204982412,0
"6","CMBL",7.50230322437962e-07,1.14449916190437,0.25,0,0.0165365767671776,0.793306367227232,0
"7","CNOT7",7.50230322437962e-07,1.6560820012417,0.25,0,0.0165365767671776,1.14790856993676,0
"8","EPS8L2",7.50230322437962e-07,1.14449916190437,0.25,0,0.0165365767671776,0.793306367227232,0
"9","FANCD2",7.50230322437962e-07,1.49191692044909,0.25,0,0.0165365767671776,1.03411800703896,0
"10","FKBP5",1.83605638791787e-06,4.10030399935006,0.875,0.255,0.0404703549024857,4.01420405894921,1.17208990236105
"11","GMEB1",7.50230322437962e-07,1.74321167909331,0.25,0,0.0165365767671776,1.2083022604827,0
"12","GPX4",2.68550758555847e-07,1.89653592470564,0.375,0.01,0.00591939582008797,1.41722002810309,0.10264149906273
"13","GRIK1",7.50230322437962e-07,1.19976530063022,0.25,0,0.0165365767671776,0.831613935465495,0
"14","HIF3A",7.788548240304e-07,1.81763146120042,0.875,0.143,0.0171675180312781,2.21311596800999,0.953229845381864
"15","HNRNPAB",7.50230322437962e-07,1.12544777640605,0.25,0,0.0165365767671776,0.780100953083314,0
"16","HOXA3",8.81860372594772e-09,2.19604181420062,0.625,0.041,0.00019437966332734,1.75010079200946,0.227920600104552
"17","KCNJ3",7.50230322437962e-07,1.69506910035033,0.25,0,0.0165365767671776,1.17493236776211,0
"18","NXF1",7.50230322437962e-07,1.14449916190437,0.25,0,0.0165365767671776,0.793306367227232,0
"19","OSGEPL1",7.50230322437962e-07,1.04888808516075,0.25,0,0.0165365767671776,0.727033818952092,0
"20","PCOLCE2",7.50230322437962e-07,1.56357946682019,0.25,0,0.0165365767671776,1.08379069900784,0
"21","PCP4",7.50230322437962e-07,1.74321167909331,0.25,0,0.0165365767671776,1.2083022604827,0
"22","PLCB3",1.06609113004052e-09,1.96297094585951,0.375,0,2.34987806883532e-05,1.36062777664361,0
"23","PTPRB",7.50230322437962e-07,1.18143449401842,0.25,0,0.0165365767671776,0.818907988545135,0
"24","RPL35",2.14249712020736e-06,2.3301702018752,0.625,0.071,0.0472249215236107,2.03581347162474,0.420662565970144
"25","SNTA1",7.50230322437962e-07,1.65561971083995,0.25,0,0.0165365767671776,1.14758813464818,0
"26","TMEM256-PLSCR3",7.50230322437962e-07,1.04888808516075,0.25,0,0.0165365767671776,0.727033818952092,0
"27","ZBTB16",6.95146439348864e-07,2.8027171315311,1,0.255,0.0153224178161277,3.09044568532548,1.14775020769764
