"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcifieds","log1p_avg_controls"
"1","ABHD2",2.9368102442298e-10,-0.524633440253693,0.069,0.152,6.47331714033133e-06,0.692013227352901,1.05566141729221
"2","AC002066.1",3.33892124220419e-07,-0.581565672314104,0.124,0.203,0.00735965020206647,1.14925575402522,1.55236636010019
"3","AC016831.7",3.36736505804411e-07,-0.485255488694714,0.281,0.385,0.00742234606094083,1.82604860815634,2.16240208199632
"4","AC024901.1",5.00704719073331e-07,0.656523432729786,0.156,0.087,0.0110365334178144,1.34767478465023,0.892607418282044
"5","AC105402.3",5.42376457096626e-08,0.830336981524831,0.143,0.073,0.00119550618673238,1.16610641619528,0.59056067853669
"6","AC113383.1",2.85806200668735e-10,-0.778161072334219,0.09,0.18,6.29974027514027e-06,0.894564714685472,1.43394486799544
"7","ACADVL",2.71555633074396e-11,1.02007249394124,0.145,0.058,5.98562926422584e-07,1.17051623891698,0.463455865774854
"8","ACSL3",5.22082706941198e-10,-0.498302208112296,0.045,0.114,1.15077470263979e-05,0.500318507216666,0.845715277836499
"9","ACTA2",7.89726356060376e-28,-0.612326372335013,0.917,0.958,1.74071483402828e-23,3.81187973064536,4.23631202921187
"10","ACTG1",4.53529652478743e-13,-0.602008661199484,0.297,0.461,9.99670059993646e-09,1.79859205109232,2.21587265727541
"11","ACTN4",1.47514994431282e-13,0.510711750674028,0.663,0.592,3.25152550725431e-09,2.87494990101122,2.52095149095269
"12","ADAM19",2.65367832551037e-13,-0.583215512155302,0.057,0.149,5.84923776508996e-09,0.622766407907725,1.027020595817
"13","ADAMTS9-AS2",5.28500115528045e-14,-0.744411544841086,0.283,0.424,1.16491995464692e-09,1.81534425913879,2.33133102262166
"14","ADAMTSL1",1.83209645105475e-21,1.44641766860602,0.133,0.015,4.03830699741488e-17,1.20712837644724,0.204548047540884
"15","ADCY5",2.09708857157772e-12,-0.686994648274945,0.259,0.403,4.62240262947161e-08,1.77615884784933,2.25234725136088
"16","ADCY6",9.73910397180908e-09,-0.456191235768707,0.045,0.107,0.000214669329746616,0.493739885121308,0.809947553990544
"17","ADGRB3",2.67929287630868e-13,-0.878122290601489,0.078,0.175,5.90569735795958e-09,0.810218843541484,1.41888683345875
"18","ADRA1A",4.34954670765874e-31,-1.05820500031543,0.065,0.229,9.5872708530214e-27,0.715721701286356,1.44921351370943
"19","AEBP1",8.52594246342521e-09,0.556128127120791,0.417,0.332,0.000187928823778818,2.24388398479077,1.85840534144691
"20","AHCYL1",1.35100303976505e-06,-0.290750189378809,0.048,0.101,0.0297788090025012,0.518392349063113,0.719925023078305
"21","AHNAK",2.68956523800033e-11,0.734671213572921,0.398,0.307,5.92833969760032e-07,2.14963469333508,1.64039941300846
"22","AKAP1",1.46641365539531e-06,-0.369077846785688,0.067,0.127,0.0323226897922234,0.674622940296441,0.930448209203076
"23","AKAP6",2.13026787599591e-13,-0.778244152178611,0.233,0.37,4.69553645227019e-09,1.61219086015671,2.15162860002658
"24","AL450332.1",8.33875102039427e-15,-0.690667950414854,0.069,0.174,1.8380274999153e-10,0.731687482049157,1.21042202458233
"25","AMOTL1",6.13127390711591e-10,-0.489489223653858,0.055,0.13,1.35145539460649e-05,0.590597435903313,0.929885511193461
"26","ANK3",1.31204569907843e-10,-0.653868892757775,0.051,0.125,2.89201112990868e-06,0.539851669974148,0.993079049445054
"27","ANKH",8.60817017895481e-10,-0.484450040678437,0.083,0.17,1.89741287084522e-05,0.825075637324966,1.16087081714338
"28","ANKS1B",1.31399257915391e-07,-0.633863262801553,0.254,0.352,0.00289630244297104,1.67245710865275,2.11181764212417
"29","ANO1",1.20380145217426e-06,-0.351826864466221,0.052,0.107,0.026534191608825,0.553215402312864,0.797083201462871
"30","ANTXR1",1.56971867560329e-38,-1.30577236435327,0.256,0.507,3.45997390476477e-34,1.72457854255292,2.62967097535748
"31","ANXA4",2.54572619079111e-07,-0.344957894286207,0.084,0.158,0.00561128966974177,0.808743895693146,1.04785048752953
"32","APC",5.31218896688541e-07,-0.355985090854919,0.05,0.107,0.0117091269208088,0.557801877933257,0.80455193998072
"33","AQP1",1.15983303793573e-07,0.732033335901466,0.153,0.082,0.00255650398221793,1.18647444747751,0.679067604621513
"34","ARHGAP29",2.84380921466864e-10,-0.49295793437013,0.082,0.172,6.26832427097262e-06,0.801142681443702,1.14283508378701
